Networking Behind the Scenes: Institutional Cross-Industry Holdings and Corporate Loan Markets,,Jie (Jack) He,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4911,MS
The Booms and Busts of Beta Arbitrage,,Shiyang Huang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4929,MS
Hospital-Wide Inpatient Flow Optimization,,Dimitris Bertsimas,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4933,MS
How Does Risk Hedging Impact Operations? Insights from a Price-Setting Newsvendor Model,,Liao Wang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4942,MS
Market Reaction to CEOs’ Dynamic Hemifacial Asymmetry of Expressions,,Rajiv D. Banker,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4922,MS
Privacy-Preserving Personalized Revenue Management,,Yanzhe (Murray) Lei,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4925,MS
"Mutual Fund Fragility, Dealer Liquidity Provision, and the Pricing of Municipal Bonds",,Yi Li,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4912,MS
Go West Young Firm: The Impact of Startup Migration on the Performance of Migrants,,Jorge Guzman,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4924,MS
"Fair Allocation of Vaccines, Ventilators and Antiviral Treatments: Leaving No Ethical Value Behind in Healthcare Rationing",,Parag A. Pathak,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.00930,MS
Implicit Incentives and Delegation in Teams,,Harvey Upton,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.02212,MS
Pick-an-Object Mechanisms,,Inácio Bó,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4908,MS
Disclosure Similarity and Future Stock Return Comovement,,Travis A. Dyer,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4915,MS
Who Profits from Trading Options?,,Jianfeng Hu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4916,MS
Text-Based Measure of Supply Chain Risk Exposure,,Di (Andrew) Wu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4927,MS
Debt Contracting When Borrowers Face Transitory Uncertainty: Evidence from U.S. Gubernatorial Elections,,Kirak Kim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.03106,MS
Generalized Stochastic Arbitrage Opportunities,,Stelios Arvanitis,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4892,MS
Whether to Apply,,Katherine B. Coffman,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4907,MS
Moral Support and Performance,,Fabrizio Colella,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.02906,MS
Value Uncertainty,,Turan G. Bali,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4888,MS
Operational Risk Management: Optimal Inspection Policy,,Youngsoo Kim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.00322,MS
Information Provision in Two-Sided Platforms: Optimizing for Supply,,Kostas Bimpikis,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4894,MS
"Government Loan Guarantees, Market Liquidity, and Lending Standards",,Toni Ahnert,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.01571,MS
Forget-Me-Not: The Persistent Effect of Information Provision for Adopting Climate-Friendly Goods,,Yu Gao,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4910,MS
Ownership Concentration and Firm Value: New Evidence from Owner Stakes in IPOs,,Borja Larrain,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.01039,MS
Gift Contagion in Online Groups: Evidence from Virtual Red Packets,,Yuan Yuan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4906,MS
Commitment Against Front-Running Attacks,,Andrea Canidio,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.01239,MS
"Fragmented Securities Regulation, Information-Processing Costs, and Insider Trading",,Sehwa Kim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4903,MS
Equity Market Fragmentation and Capital Investment Efficiency,,Wayne Landsman,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4905,MS
Optimal Policies for Dynamic Pricing and Inventory Control with Nonparametric Censored Demands,,Boxiao Chen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4859,MS
"Employee Satisfaction, Labor Market Flexibility, and Stock Returns Around the World",,Alex Edmans,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4889,MS
"Voluntary Disclosure, Moral Hazard, and Default Risk",,Shiming Fu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4860,MS
Intertemporal Correlation Aversion—A Model-Free Measurement,,Kirsten I. M. Rohde,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4863,MS
Skewness Sentiment and Market Anomalies,,Alok Kumar,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4898,MS
Acquisitions and Technology Value Revision,,Xiangshang Cai,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4890,MS
Managing Weather Risk with a Neural Network-Based Index Insurance,,Zhanhui Chen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4902,MS
Quality Differentiation and Matching Performance in Peer-to-Peer Markets: Evidence from Airbnb Plus,,Hongchang Wang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2020.03920,MS
Buying the Verdict,,Lauren H. Cohen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4896,MS
Demographic “Stickiness”: The Demographic Identity of Departing Group Members Influences Who Is Chosen to Replace Them,,Edward H. Chang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4897,MS
Robust Bidding in First-Price Auctions: How to Bid Without Knowing What Others Are Doing,,Bernhard Kasberger,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4899,MS
Identifying the Bottleneck Unit: Impact of Congestion Spillover in Hospital Inpatient Unit Network,,Song-Hee Kim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4887,MS
Is Personalized Pricing Profitable When Firms Can Differentiate?,,Xi Li,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.02740,MS
The Impact of Government Interventions on COVID-19 Spread and Consumer Spending,,Nan Zhao,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4853,MS
Genes and Sales,,Shiyang Gong,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4879,MS
Optimal Learning for Structured Bandits,,Bart Van Parys,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2020.02108,MS
Fast Then Slow: Choice Revisions Drive a Decline in the Attraction Effect,,Paolo Crosetto,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4874,MS
Dynamic Market Timing in Mutual Funds,,Jeffrey A. Busse,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4857,MS
Information Spillovers in Experience Goods Competition,,Zhuoqiong Chen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.02754,MS
Network Externalities and Market Dominance,,Robert Akerlof,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.02894,MS
"Can Technology Startups Hire Talented Early Employees? Ability, Preferences, and Employee First Job Choice",,Michael Roach,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4868,MS
Inventory as a Financial Instrument: Evidence from China’s Metal Industries,,Vernon Hsu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4873,MS
Correlated Cluster-Based Randomized Experiments: Robust Variance Minimization,,Ozan Candogan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.02741,MS
High Discounts and Low Fundamental Surplus: An Equivalence Result for Unemployment Fluctuations,,Indrajit Mitra,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.03712,MS
Dynamic Project Expediting: A Stochastic Shortest-Path Approach,,Luca Bertazzi,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4876,MS
Targeting for Long-Term Outcomes,,Jeremy Yang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4881,MS
Counterparty Risk and Counterparty Choice in the Credit Default Swap Market,,Wenxin Du,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4870,MS
A Two-Step Synthetic Control Approach for Estimating Causal Effects of Marketing Events,,Kathleen T. Li,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4878,MS
Birds of a Feather: Do Hedge Fund Managers Flock Together?,,Marc Gerritzen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4843,MS
Measuring Deterrence Motives in Dynamic Oligopoly Games,,Limin Fang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4864,MS
On the Other Side of Hedge Fund Equity Trades,,Xinyu Cui,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4877,MS
The Cost of Clearing Fragmentation,,Evangelos Benos,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4867,MS
Educational Inequality and Reservation Policy in Developing Markets,,Weining Bao,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.00249,MS
Searching for the Best Yardstick: Cost of Quality Improvements in the U.S. Hospital Industry,,Jong Myeong Lim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4875,MS
Automotive Procurement Under Opaque Prices: Theory with Evidence from the BMW Supply Chain,,Danko Turcic,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4880,MS
Intergenerational Transmission of Organizational Misconduct: Evidence from the Chicago Police Department,,Justin Frake,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.00580,MS
Decision-Making Delegation in Banks,,Jennifer Dlugosz,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4856,MS
Does Decision Making for Others Close the Gender Gap in Competition?,,John Ifcher,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4861,MS
To Communicate or Not? Interfirm Communication in Collaborative Projects,,Ruth Beer,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.03180,MS
Scheduling with Testing of Heterogeneous Jobs,,Retsef Levi,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4833,MS
The Cost of Exposing Large Institutional Orders to Electronic Liquidity Providers,,Robert Battalio,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4871,MS
"The Impact of Input and Output Farm Subsidies on Farmer Welfare, Income Disparity, and Consumer Surplus",,Christopher S. Tang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4850,MS
The Distributional Impact of Fatigue on Performance,,Hessam Bavafa,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4855,MS
Courier Dispatch in On-Demand Delivery,,Mingliu Chen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4858,MS
The Diversity Heuristic: How Team Demographic Composition Influences Judgments of Team Creativity,,Devon Proudfoot,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4862,MS
Planned vs. Actual Attention,,Ala Avoyan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4834,MS
Competitiveness of Entrepreneurs and Salaried Workers,,Loukas Balafoutas,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4838,MS
Cross-Sectional Variation of Option-Implied Volatility Skew,,Liuren Wu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4872,MS
Default Risk and Option Returns,,Aurelio Vasquez,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4796,MS
Organizing Data Analytics,,Ricardo Alonso,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.00207,MS
Design of Off-Grid Lighting Business Models to Serve the Poor: Field Experiments and Structural Analysis,,Bhavani Shanker Uppari,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4844,MS
Evaluating the Efficacy of Connected Healthcare: An Empirical Examination of Patient Engagement Approaches and Their Impact on Readmission,,Suparerk Lekwijit,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4865,MS
Only the Ugly Face? A Theoretical Model of Brand Dilution,,Emanuele Bacchiega,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2022.00852,MS
Making the Grade (But Not Disclosing It): How Withholding Grades Affects Student Behavior and Employment,,Eric Floyd,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4816,MS
Taxing the Rich to Finance Redistribution: Evidence from a Permanent Tax Increase in Singapore,,Sumit Agarwal,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4823,MS
The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,,Anicet A. Fangwa,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4846,MS
The Use of Credit Ratings in the Delegated Management of Fixed Income Assets,,Ramin P. Baghai,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4848,MS
Emergency Preparation and Uncertainty Persistence,,Savitar Sundaresan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4836,MS
Sequential Learning and Economic Benefits from Dynamic Term Structure Models,,Tomasz Dubiel-Teleszynski,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4801,MS
A Heuristic Approach to Explore: The Value of Perfect Information,,Shervin Shahrokhi Tehrani,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2019.00578,MS
The Price of Safety: The Evolution of Municipal Bond Insurance Value,,Kimberly Cornaggia,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4813,MS
Managing Multirooming: Why Uniform Price Can Be Optimal for a Monopoly Retailer and Can Be Uniformly Lower,,Yuxin Chen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4849,MS
Creative Destruction? Impact of E-Commerce on the Retail Sector,,Sudheer Chava,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4795,MS
"Covid-19 Vaccines As a Condition of Employment: Impact on Uptake, Staffing, and Mortality in Elderly Care Homes",,Sourafel Girma,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4832,MS
Punish Underperformance with Suspension: Optimal Dynamic Contracts in the Presence of Switching Cost,,Ping Cao,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4845,MS
"Countercyclical Risks, Consumption, and Portfolio Choice: Theory and Evidence",,Jialu Shen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4837,MS
Common Institutional Ownership and Product Market Threats,,Omesh Kini,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4830,MS
Offsetable Derivatives and Investor Risk Assessment,,Jed J. Neilson,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4831,MS
Vicarious Learning Without Knowledge Differentials,,Sanghyun Park,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4842,MS
What Causes Privatization? Evidence from Import Competition in China,,Qing Hu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4847,MS
Customers as Friendly Shareholders: Uncovering the Complex Mutual Fund-Broker Relationship,,Nitish Kumar,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4820,MS
Little’s Law and Educational Inequality: A Comparative Case Study of Teacher Workaround Productivity,,Samantha M. Keppler,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4829,MS
Shipment Consolidation with Multiple Shipping Methods Under Nonlinear Cost Structures,,Zhou Xu,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4835,MS
Channel Changes Choice: An Empirical Study About Omnichannel Demand Sensitivity to Fulfillment Lead Time,,Stanley Frederick W. T. Lim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4839,MS
A Direct Utility Model for Access Costs and Economies of Scope,,Dong Soo Kim,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4841,MS
Curtailing Bank Loan and Loan Insurance Under Risk Regulations in Supply Chain Finance,,Wenli Wang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4827,MS
Executive Compensation Limits and Executive Turnover,,Vikram Nanda,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4812,MS
"Electronic Payment Technology and Business Finance: A Randomized, Controlled Trial with Mobile Money",,Patricio S. Dalton,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4821,MS
"The Irrelevance of Environmental, Social, and Governance Disclosure to Retail Investors",,Austin Moss,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4822,MS
The Value of Personal Data in Internet Commerce: A High-Stakes Field Experiment on Data Regulation Policy,,Tianshu Sun,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4828,MS
Dynamic Matching: Characterizing and Achieving Constant Regret,,Süleyman Kerimov,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2021.01215,MS
Effort Peer Effects in Team Production: Evidence from Professional Football,,Danny Cohen-Zada,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4811,MS
Crowd-Judging on Two-Sided Platforms: An Analysis of In-Group Bias,,Alan P. Kwan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4818,MS
The Consumption of Advertising in the Digital Age: Attention and Ad Content,,Anthony Dukes,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4793,MS
Regulating Gender Diversity: Evidence from California Senate Bill 826,,Abigail Allen,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4825,MS
Optimal Robust Policy for Feature-Based Newsvendor,,Luhao Zhang,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4810,MS
Robust Combination Testing: Methods and Application to COVID-19 Detection,,Sanjay Jain,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4826,MS
The Value of Observing the Buyers’ Arrival Time in Dynamic Pricing,,José Correa,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4794,MS
A Mean Field Games Model for Cryptocurrency Mining,,Zongxi Li,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4798,MS
Work Style Diversity and Diffusion Within and Across Organizations: Evidence from Soviet-Style Hockey,,Francesco Amodio,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4808,MS
Intrafirm Knowledge Sharing in the Investment Research Industry,,Artur Hugon,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4809,MS
Does Social Interaction Spread Fear Among Institutional Investors? Evidence from Coronavirus Disease 2019,,Shiu-Yik Au,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4814,MS
Direct and Spillover Effects of Quality Disclosure Regulation: Evidence from California Hospitals,,Aishwarrya Deore,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4817,MS
Non-Bayesian Statistical Discrimination,,Pol Campos-Mercade,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4824,MS
The Impact of Financial Stress on Workplace Harassment and Discrimination,,Ayushi Narayan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4815,MS
Is Your Machine Better Than You? You May Never Know,,Francis de Véricourt,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4791,MS
Avoiding Peer Information and Its Effects on Charity Crowdfunding: A Field Experiment,,Tat Y. Chan,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4807,MS
Financial Reform and Public Good Provision: Municipal Bankruptcy Law and the Financing of Hospitals,,Stefano Rossi,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4800,MS
Financialization and Commodity Markets Serial Dependence,,Zhi Da,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4797,MS
Bank Regulatory Capital Arbitrage: Evidence from Housing Overappraisals,,Sergio Mayordomo,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4805,MS
Strategic Visual Merchandising of New and Open-Box Products: Evidence from Experiment and Retail Data,,Necati Ertekin,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4786,MS
Uncovering Retail Trading in Bitcoin: The Impact of COVID-19 Stimulus Checks,,Anantha Divakaruni,https://pubsonline.informs.org/doi/epdf/10.1287/mnsc.2023.4790,MS
Title,Authors,Publication Date,Journallink,Journal
Labor market peer firms: understanding firms’ labor market linkages through employees’ internet “also viewed” firms,['Nan Li'],28 March 2024,no pdf link found,Review of Accounting Studies
"New product announcements, innovation disclosure, and future firm performance","['Jenny Chu', 'Yuan He', 'Reuven Lehavy']",15 February 2024,no pdf link found,Review of Accounting Studies
The spillover effect of SEC comment letters through audit firms,"['Kenneth L. Bills', 'Ryan Cating', 'Timothy A. Seidel']",13 February 2024,no pdf link found,Review of Accounting Studies
Inventory planning and tax incentives for charitable giving,"['Anil Arya', 'Tyler Atanasov', 'Dae-Hee Yoon']",01 February 2024,no pdf link found,Review of Accounting Studies
The role of equity underwriters in shaping corporate disclosure,"['Mei Cheng', 'Yuan Zhang', 'Meiling Zhao']",24 January 2024,no pdf link found,Review of Accounting Studies
title,authors,Publication Date,Journallink,Journal
How Large Is the Pay Premium from Executive Incentive Compensation?,Ana Albuquerque;Rui Albuquerque;Mary Ellen Carter;Qi Dong (Flora),March 27 2024,,The Accounting Review
Emission Taxes and Capital Investments: The Role of Tax Incidence,Martin Jacob;Kira Lena Zerwer,March 13 2024,,The Accounting Review
Platform-Provided Disclosure on Investor Base and Entrepreneurial Success: Evidence from Crowdfunding,John Bai (Jianqiu);Ting Chen;Xiumin Martin;Chi Wan,March 8 2024,,The Accounting Review
Loan-Level Disclosure and the Convenience Yield of Asset-Backed Securities,Brent A. Schmidt;Haiwen Zhang (Helen),February 26 2024,,The Accounting Review
Does Status Equal Substance? The Effects of Specialist Social Status on Auditor Assessments of Complex Estimates,Anna Gold;Kathryn Kadous;Justin Leiby,February 21 2024,,The Accounting Review
The Real Effects of PCAOB Inspection Reports on the M&A Deals of Non-Big 4 Accounting Firms,Clive Lennox;Xi Wu,February 16 2024,,The Accounting Review
The Impact of Performance Reporting on Investment Behavior: Evidence from Disclosure Reform in the U.K.,Gitae Park,February 15 2024,,The Accounting Review
Do Firms Withhold Loan Covenant Details?,Edward Xuejun Li;Monica Neamtiu;Zhiyuan Tu,February 15 2024,,The Accounting Review
Relative Liability Exposure for Negligence and Financial Reporting Quality: Evidence from the Audit Interference Rule,Michael A. Mayberry;Hyun Jong Park;Wei Zhang,February 14 2024,,The Accounting Review
Stock Price Reactions to the Information and Bias in Analyst-Expected Returns,Johnathan A. Loudis,February 14 2024,,The Accounting Review
Firm Boundaries and Voluntary Disclosure,Thomas Bourveau;John D. Kepler;Guoman She;Lynn Linghuan Wang,February 13 2024,,The Accounting Review
The Economic Consequences of Heightened Materiality Uncertainty: An Auditing Perspective,Ying Huang;Ningzhong Li;Jieying Zhang;Xiaolu Zhou,February 7 2024,,The Accounting Review
Material ESG Alpha: A Fundamentals-Based Perspective,Byung Hyun Ahn;Panos N. Patatoukas;George S. Skiadopoulos,February 6 2024,,The Accounting Review
Accounting Standardization and Separation in the Municipal Debt Market: Evidence from GASB 34,William Baber;Amanda Beck;Allison Koester,February 1 2024,,The Accounting Review
Are Private Firms More Aggressive Tax Planners?,Jeffrey L. Hoopes;Patrick T. Langetieg;Edward L. Maydew;Michele S. Mullaney,January 30 2024,,The Accounting Review
Shaping Incentives through Measurement and Contracts,Jonathan D. Bonham,January 25 2024,,The Accounting Review
Do Analysts and Investors Efficiently Respond to Managerial Linguistic Complexity during Conference Calls?,Brian J. Bushee;Ying Huang (Julie),January 23 2024,,The Accounting Review
Does Fiscal Monitoring Make Better Governments? Evidence from U.S. Municipalities,Anya Nakhmurina,January 17 2024,,The Accounting Review
How Do Online Conflict Disclosures Support Enforcement? Evidence from Personal Financial Disclosures and Public Corruption,Alexandra A. Scherf,January 11 2024,,The Accounting Review
Does Political Uncertainty Obfuscate Narrative Disclosure?,Mohamed Mekhaimer;Marwa Soliman;Weining Zhang,January 8 2024,,The Accounting Review
Private Loan Issuance and Risk Factor Disclosure,Lili Dai;Wayne R. Landsman;Zihang Peng,January 8 2024,,The Accounting Review
Leasing Loses Altitude While Ownership Takes Off: Real Effects of the New Lease Standard,Bin Li;Mohan Venkatachalam,January 2 2024,,The Accounting Review
The Brand Value of Earnings: An Event Study of Consumer Responses to Earnings Announcements,Michael D. Kimbrough;Neeru Paharia;Xu Wang (Frank);Sijing Wei,December 14 2023,,The Accounting Review
Operating Leverage and Stock Returns under Different Aggregate Funding Conditions,Luis García-Feijóo;Tyler K. Jensen;Paul D. Koch,December 14 2023,,The Accounting Review
Board Gender Diversity and Investment Efficiency: Global Evidence from 83 Country-Level Interventions,Dave Baik (Young-Il);Clara Xiaoling Chen;David Godsell,December 12 2023,,The Accounting Review
The Decision-Usefulness of ASC 606 Revenue Disaggregation,Lisa A. Hinson;Gabriel P. Pündrich;Mark Zakota,December 7 2023,,The Accounting Review
Dynamic Bonus Pools,Jörg Budde;Christian Hofmann,December 7 2023,,The Accounting Review
"Powerful Politicians, Political Costs, and Income Smoothing",Sumi Jung,December 1 2023,,The Accounting Review
Reliance on External Assurance in Regulatory Monitoring,Yadav K. Gopalan;Andrew J. Imdieke;Joseph H. Schroeder;Sarah B. Stuber,November 30 2023,,The Accounting Review
"Do Audit Committees and Auditors Coordinate Effort? Evidence from Risk Areas, Materiality and Meetings",Gilad Livne;Maria Tsipouridou;Anthony Wood,November 30 2023,,The Accounting Review
The Effect of Supervisors on Employee Misconduct,Zachary T. Kowaleski;Andrew G. Sutherland;Felix W. Vetter,November 30 2023,,The Accounting Review
Forecasting Market Volatility: The Role of Earnings Announcements,Jaewoo Kim;Bryce Schonberger;Charles Wasley;Yucheng Yang (John),November 30 2023,,The Accounting Review
Say on Pay Laws and Insider Trading,Thomas Bourveau;Francois Brochet;Fabrizio Ferri;Chengzhu Sun,November 30 2023,,The Accounting Review
Measuring Portfolio Gains: The Case of Earnings Announcement Trading Signals,Matthew R. Lyle;Teri Yohn,November 30 2023,,The Accounting Review
"Takeover Threats, Job Security Concerns, and Earnings Management",Edward S. Sul,November 21 2023,,The Accounting Review
Corporate Political Activism and Information Transfers,Dane M. Christensen;Hengda Jin;Joshua A. Lee;Suhas A. Sridharan;Laura A. Wellman,November 9 2023,,The Accounting Review
Forecasting Earnings Using k-Nearest Neighbors,Peter D. Easton;Martin M. Kapons;Steven J. Monahan;Harm H. Schütt;Eric H. Weisbrod,November 7 2023,,The Accounting Review
How Trial Preparation Factors Influence Audit Litigation Outcomes: Insights from Audit Litigators,Eldar Maksymov;Mark E. Peecher;Jeffrey Pickerd;Yuepin Zhou (Daniel),November 6 2023,,The Accounting Review
Client Social Status and Cooperation with Audit Requests,Dan Rimkus,November 2 2023,,The Accounting Review
Fair Value of Earnouts: Valuation Uncertainty or Managerial Opportunism?,Andrew Ferguson;Cecilia Wei Hu;Peter Lam,October 27 2023,,The Accounting Review
Corporate Tax Benefits from Hometown-Connected Politicians,Chunfang Cao;C. S. Agnes Cheng;Changyuan Xia;Jing Xie;Cheng Zeng (Colin),October 27 2023,,The Accounting Review
Experience with Non-GAAP Earnings and Investors’ Pricing of Exclusions,Sarah E. McVay;Edgar A. Rodriguez-Vazquez;Sara M. Toynbee,October 20 2023,,The Accounting Review
Retraction: Governance and Taxes: Evidence from Regression Discontinuity,Andrew Bird;Stephen A. Karolyi,January 10 2019,,The Accounting Review
